date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:15:24	15643/15643	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20May%202024%2012:15:23%20GMT	https://writerzhub.com/register	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/register.html	(from https://writerzhub.com/)
15:15:26	5876/5876	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Feb%202023%2009:03:19%20GMT	https://writerzhub.com/admin/emails/whatsapp.png	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/admin/emails/whatsapp.png	(from https://writerzhub.com/)
15:15:27	6152/6152	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Feb%202023%2009:03:19%20GMT	https://writerzhub.com/admin/emails/telegram.png	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/admin/emails/telegram.png	(from https://writerzhub.com/)
15:15:33	5248/5248	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/images/companies/img-3.png	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/images/companies/img-3.png	(from https://writerzhub.com/)
15:15:42	6452/6452	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/images/companies/img-1.png	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/images/companies/img-1.png	(from https://writerzhub.com/)
15:15:46	4726/4726	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/images/companies/img-5.png	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/images/companies/img-5.png	(from https://writerzhub.com/)
15:15:46	400744/400744	---M--	200	added ('OK')	image/png	date:Thu,%2025%20May%202023%2011:17:23%20GMT	https://writerzhub.com/assets/lady.png	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/lady.png	(from https://writerzhub.com/)
15:15:48	6366/6366	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/images/companies/img-2.png	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/images/companies/img-2.png	(from https://writerzhub.com/)
15:15:48	2579/2579	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/images/companies/img-8.png	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/images/companies/img-8.png	(from https://writerzhub.com/)
15:15:49	1657/1657	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/images/companies/img-7.png	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/images/companies/img-7.png	(from https://writerzhub.com/)
15:15:53	12004/12004	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2009:43:44%20GMT	https://writerzhub.com/assets/tasks.png	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/tasks.png	(from https://writerzhub.com/)
15:15:55	13856/13856	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20May%202023%2009:38:12%20GMT	https://writerzhub.com/assets/mpesa.jpeg	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/mpesa.jpg	(from https://writerzhub.com/)
15:15:57	299204/299204	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20May%202023%2009:49:26%20GMT	https://writerzhub.com/assets/earn.jpg	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/earn.jpg	(from https://writerzhub.com/)
15:15:57	48694/48694	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20May%202023%2009:48:13%20GMT	https://writerzhub.com/assets/training.jpg	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/training.jpg	(from https://writerzhub.com/)
15:16:00	13483/13483	---MCZ	200	added ('OK')	text/javascript	etag:W/%221da97e6d30d4aab%22	https://wati-integration-service.clare.ai/ShopifyWidget/shopifyWidget.js?70182	C:/Users/chlorine%20ion/Desktop/website/wati-integration-service.clare.ai/ShopifyWidget/shopifyWidget6855.js	(from https://writerzhub.com/)
15:16:01	143303/143303	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2009:38:12%20GMT	https://writerzhub.com/assets/contact.png	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/contact.png	(from https://writerzhub.com/)
15:16:03	80420/80420	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2009:04:17%20GMT	https://writerzhub.com/assets/libs/bootstrap/js/bootstrap.bundle.min.js	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/libs/bootstrap/js/bootstrap.bundle.min.js	(from https://writerzhub.com/)
15:16:04	65923/65923	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2009:04:16%20GMT	https://writerzhub.com/assets/libs/simplebar/simplebar.min.js	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/libs/simplebar/simplebar.min.js	(from https://writerzhub.com/)
15:16:04	6329/6329	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2009:04:16%20GMT	https://writerzhub.com/assets/libs/node-waves/waves.min.js	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/libs/node-waves/waves.min.js	(from https://writerzhub.com/)
15:16:04	75963/75963	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2009:04:16%20GMT	https://writerzhub.com/assets/libs/feather-icons/feather.min.js	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/libs/feather-icons/feather.min.js	(from https://writerzhub.com/)
15:16:05	482/482	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2009:04:16%20GMT	https://writerzhub.com/assets/js/plugins.js	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/js/plugins.js	(from https://writerzhub.com/)
15:16:07	876529/876529	---M--	200	added ('OK')	image/png	date:Thu,%2025%20May%202023%2011:20:35%20GMT	https://writerzhub.com/assets/guy.png	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/guy.png	(from https://writerzhub.com/)
15:16:07	279427/279427	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2009:04:15%20GMT	https://writerzhub.com/assets/js/pages/plugins/lord-icon-2.1.0.js	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/js/pages/plugins/lord-icon-2.1.0.js	(from https://writerzhub.com/)
15:16:07	143707/143707	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2009:04:16%20GMT	https://writerzhub.com/assets/libs/swiper/swiper-bundle.min.js	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/libs/swiper/swiper-bundle.min.js	(from https://writerzhub.com/)
15:16:07	956/956	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2009:04:15%20GMT	https://writerzhub.com/assets/js/pages/job-lading.init.js	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/js/pages/job-lading.init.js	(from https://writerzhub.com/)
15:16:15	361384/361384	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/fonts/materialdesignicons-webfont1d2d.html?v=6.5.95	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/materialdesignicons-webfont1d2d1d2d.html	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:20	521080/521080	---M--	200	added ('OK')	font/woff	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/materialdesignicons-webfont1d2d.woff?v=6.5.95	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/materialdesignicons-webfont1d2d1d2d.woff	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:21	1148064/1148064	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/fonts/materialdesignicons-webfontd41d.eot?	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/materialdesignicons-webfontd41dd41d.eot	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:21	1148064/1148064	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/materialdesignicons-webfont1d2d.eot?v=6.5.95	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/materialdesignicons-webfont1d2d1d2d.eot	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:25	1147844/1147844	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/materialdesignicons-webfont1d2d.ttf?v=6.5.95	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/materialdesignicons-webfont1d2d1d2d.ttf	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:26	114992/114992	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/boxicons.html	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/boxicons.html	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:31	308692/308692	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/fonts/boxicons.ttf	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/boxicons.ttf	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:32	389680/389680	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/fonts/boxicons.eot	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/boxicons.eot	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:35	1194767/1194767	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/boxiconsd41d.svg?	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/boxiconsd41dd41d.svg	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:36	156260/156260	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/la-brands-400.eot	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-brands-400.eot	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:36	308768/308768	---M--	200	added ('OK')	font/woff	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/boxicons.woff	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/boxicons.woff	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:38	156260/156260	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/la-brands-400d41d.eot?	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-brands-400d41dd41d.eot	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:39	84772/84772	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/la-brands-400.html	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-brands-400.html	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:40	156072/156072	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/la-brands-400.ttf	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-brands-400.ttf	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:40	98673/98673	---M--	200	added ('OK')	font/woff	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/fonts/la-brands-400.woff	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-brands-400.woff	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:40	33916/33916	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/la-regular-400.eot	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-regular-400.eot	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:40	33916/33916	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/la-regular-400d41d.eot?	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-regular-400d41dd41d.eot	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:40	12900/12900	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/fonts/la-regular-400.html	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-regular-400.html	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:41	15489/15489	---M--	200	added ('OK')	font/woff	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/fonts/la-regular-400.woff	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-regular-400.woff	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:41	33724/33724	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/fonts/la-regular-400.ttf	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-regular-400.ttf	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:42	113535/113535	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/la-regular-400.svg	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-regular-400.svg	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:43	96752/96752	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/la-solid-900.html	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-solid-900.html	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:43	226312/226312	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/la-solid-900.eot	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-solid-900.eot	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:43	125421/125421	---M--	200	added ('OK')	font/woff	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/la-solid-900.woff	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-solid-900.woff	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:44	226312/226312	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/fonts/la-solid-900d41d.eot?	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-solid-900d41dd41d.eot	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:45	923151/923151	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Feb%202023%2009:04:13%20GMT	https://writerzhub.com/assets/fonts/la-solid-900.svg	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-solid-900.svg	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:46	226128/226128	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/la-solid-900.ttf	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-solid-900.ttf	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:46	927335/927335	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/la-brands-400.svg	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/la-brands-400.svg	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:47	125268/125268	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/remixicondf6d.html?t=1590207869815	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/remixicondf6ddf6d.html	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:48	403228/403228	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/remixicondf6d.eot?t=1590207869815	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/remixicondf6ddf6d.eot	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:50	12164/12164	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20May%202024%2012:16:50%20GMT	https://writerzhub.com/forgot	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/forgot.html	(from https://writerzhub.com/login)
15:16:50	172876/172876	---M--	200	added ('OK')	font/woff	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/remixicondf6d.woff?t=1590207869815	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/remixicondf6ddf6d.woff	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:50	1195522/1195522	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/remixicondf6d.svg?t=1590207869815	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/remixicondf6ddf6d.svg	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:51	296/296	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2009:04:15%20GMT	https://writerzhub.com/assets/js/pages/password-addon.init.js	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/js/pages/password-addon.init.js	(from https://writerzhub.com/login)
15:16:51	403056/403056	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/fonts/remixicondf6d.ttf?t=1590207869815	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/fonts/remixicondf6ddf6d.ttf	(from https://writerzhub.com/assets/css/icons.min.css)
15:16:51	323/323	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2009:04:14%20GMT	https://writerzhub.com/assets/js/pages/form-validation.init.js	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/js/pages/form-validation.init.js	(from https://writerzhub.com/register)
15:16:52	1724/1724	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2009:04:16%20GMT	https://writerzhub.com/assets/js/pages/passowrd-create.init.js	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/js/pages/passowrd-create.init.js	(from https://writerzhub.com/register)
15:17:06	708/708	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20May%202024%2012:17:05%20GMT	https://writerzhub.com/index.html	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/index.46.delayed	(from https://writerzhub.com/forgot)
15:17:06	3722/3722	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Feb%202023%2009:03:32%20GMT	https://writerzhub.com/assets/images/logo-light.png	C:/Users/chlorine%20ion/Desktop/website/writerzhub.com/assets/images/logo-light.png	(from https://writerzhub.com/forgot)
